PID,WEIGHT,VPSU,VSTRAT,SURVEYDATE,DURATION,AGE,RACETHNICITY,EDUC,EMPLOY,GENDER,HH01,HH25,HH612,HH1317,HH18OV,HHSIZE,INCOME,MARITAL,METRO,STATE,REGION9,Q1,Q2,Q3,Q3_rc,Q4,Q4_rc,Q5,Q6,Q7,Q8_1,Q8_2,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q20_1,Q20_1_rc,Q20_2,Q20_2_rc,Q21,Q21_rc
1012667,0.615424383,1,17,10/22/2019,8,37,2,10,1,1,0,0,0,2,1,4,10,5,1,MA,1,1,1,47,,98,,2,2,3,5,98,2,5,30,3,30,4,7,98,4,3,6,6,98,4,230,230
1012669,1.536980806,1,7,10/22/2019,4,20,5,7,1,1,0,0,0,1,2,3,7,5,1,OK,7,2,2,10,2:15:00,30,7:15:00,3,4,25,2,5,2,6,45,2,60,4,7,30,7,1,5,5,2,2,140,140
1012671,1.002707209,2,5,10/22/2019,4,48,1,10,1,1,0,0,2,0,4,6,13,1,1,WI,3,2,3,79,19:30:00,34,8:15:00,1,4,20,8,15,1,0,,0,,0,8,98,3,7,5,5,11,11,170,170
1012671,0.568255448,2,5,10/22/2019,4,48,1,10,1,1,0,0,2,0,4,6,13,1,1,WI,3,2,3,79,19:30:00,34,8:15:00,1,4,20,8,15,1,0,,0,,0,8,98,3,7,5,5,11,11,170,170
1012681,1.235212102,2,23,10/22/2019,6,32,2,12,4,2,0,1,0,0,2,3,13,1,1,FL,5,2,3,91,22:30:00,25,6:00:00,2,2,60,7,98,2,0,,0,,0,14,98,4,6,5,5,6,6,239,239
1012681,0.736309112,2,23,10/22/2019,6,32,2,12,4,2,0,1,0,0,2,3,13,1,1,FL,5,2,3,91,22:30:00,25,6:00:00,2,2,60,7,98,2,0,,0,,0,14,98,4,6,5,5,6,6,239,239
1012687,0.532555799,2,30,10/22/2019,3,37,2,11,1,2,0,0,0,1,4,6,6,1,1,NC,5,2,1,95,23:30:00,25,6:00:00,2,3,5,5,0,3,3,30,3,9998,98,98,98,98,98,98,5,98,6,998,239
1012687,0.429520097,2,30,10/22/2019,3,37,2,11,1,2,0,0,0,1,4,6,6,1,1,NC,5,2,1,95,23:30:00,25,6:00:00,2,3,5,5,0,3,3,30,3,9998,98,98,98,98,98,98,5,98,6,998,239
1012693,0.748065093,1,6,10/22/2019,3,61,1,13,2,2,0,0,0,0,2,2,16,1,1,MO,4,2,3,89,22:00:00,26,6:15:00,1,0,0,8,15,2,3,60,3,60,2,98,20,3,4,6,6,0,0,140,140
1012693,0.243072862,1,6,10/22/2019,3,61,1,13,2,2,0,0,0,0,2,2,16,1,1,MO,4,2,3,89,22:00:00,26,6:15:00,1,0,0,8,15,2,3,60,3,60,2,98,20,3,4,6,6,0,0,140,140
1012696,1.55814715,2,45,10/22/2019,5,43,1,10,3,1,0,0,2,0,2,4,11,1,1,NY,2,3,1,93,23:00:00,26,6:15:00,1,0,0,7,15,2,5,30,2,20,5,8,98,4,2,5,5,11,11,225,225
1012696,0.708115772,2,45,10/22/2019,5,43,1,10,3,1,0,0,2,0,2,4,11,1,1,NY,2,3,1,93,23:00:00,26,6:15:00,1,0,0,7,15,2,5,30,2,20,5,8,98,4,2,5,5,11,11,225,225
1012697,3.126226959,1,55,10/22/2019,5,62,4,9,6,2,0,0,0,0,1,1,1,1,0,ID,8,4,3,89,22:00:00,25,6:00:00,1,6,15,6,15,2,77,,,,4,6,10,6,4,5,5,4,4,158,158
1012697,3.711803137,1,55,10/22/2019,5,62,4,9,6,2,0,0,0,0,1,1,1,1,0,ID,8,4,3,89,22:00:00,25,6:00:00,1,6,15,6,15,2,77,,,,4,6,10,6,4,5,5,4,4,158,158
1012700,1.703801541,2,22,10/22/2019,10,74,1,10,5,1,0,0,0,0,2,2,9,1,1,GA,5,2,2,87,21:30:00,23,5:30:00,1,0,0,7,0,1,4,240,1,30,0,6,0,4,1,5,5,11,11,188,188
1012700,0.503683901,2,22,10/22/2019,10,74,1,10,5,1,0,0,0,0,2,2,9,1,1,GA,5,2,2,87,21:30:00,23,5:30:00,1,0,0,7,0,1,4,240,1,30,0,6,0,4,1,5,5,11,11,188,188
1012702,2.954751564,2,53,10/22/2019,4,37,4,9,1,2,0,0,0,0,1,4,6,4,1,CA,9,3,3,9,2:00:00,28,6:45:00,2,1,30,5,20,2,3,30,2,30,2,7,30,1,4,5,5,2,2,140,140
1012702,2.615385002,2,53,10/22/2019,4,37,4,9,1,2,0,0,0,0,1,4,6,4,1,CA,9,3,3,9,2:00:00,28,6:45:00,2,1,30,5,20,2,3,30,2,30,2,7,30,1,4,5,5,2,2,140,140
1012704,0.700799172,2,5,10/22/2019,3,29,1,10,1,2,0,2,4,0,2,6,6,1,1,IN,3,1,2,91,22:30:00,31,7:30:00,2,1,10,8,98,1,6,60,4,30,0,6,98,6,6,5,5,6,6,165,165
1012704,0.917024585,2,5,10/22/2019,3,29,1,10,1,2,0,2,4,0,2,6,6,1,1,IN,3,1,2,91,22:30:00,31,7:30:00,2,1,10,8,98,1,6,60,4,30,0,6,98,6,6,5,5,6,6,165,165
1012705,1.079860166,2,1,10/22/2019,9,44,1,13,1,2,0,0,0,1,2,3,13,1,1,PA,2,4,3,95,23:30:00,29,7:00:00,2,2,20,6,30,2,2,45,0,,2,5,30,5,2,5,5,8,8,170,170
1012705,1.543018211,2,1,10/22/2019,9,44,1,13,1,2,0,0,0,1,2,3,13,1,1,PA,2,4,3,95,23:30:00,29,7:00:00,2,2,20,6,30,2,2,45,0,,2,5,30,5,2,5,5,8,8,170,170
1012709,1.157932001,1,15,10/22/2019,4,39,2,14,1,1,0,1,0,0,2,3,15,1,1,IL,3,2,1,95,23:30:00,21,5:00:00,1,1,5,5,25,2,5,90,5,60,5,9,0,3,1,5,5,5,5,160,160
1012709,0.662071651,1,15,10/22/2019,4,39,2,14,1,1,0,1,0,0,2,3,15,1,1,IL,3,2,1,95,23:30:00,21,5:00:00,1,1,5,5,25,2,5,90,5,60,5,9,0,3,1,5,5,5,5,160,160
1012715,2.964623196,1,7,10/22/2019,5,58,4,9,1,2,0,0,0,0,1,1,7,3,1,AZ,8,2,2,85,21:00:00,21,5:00:00,2,3,15,7,45,3,2,15,1,15,0,6,30,3,7,5,5,4,4,160,160
1012715,5.799321695,1,7,10/22/2019,5,58,4,9,1,2,0,0,0,0,1,1,7,3,1,AZ,8,2,2,85,21:00:00,21,5:00:00,2,3,15,7,45,3,2,15,1,15,0,6,30,3,7,5,5,4,4,160,160
1012717,0.765239373,2,21,10/22/2019,7,33,2,12,2,1,0,0,0,0,2,2,11,1,1,TX,7,2,2,93,23:00:00,21,5:00:00,2,2,10,5,98,2,1,30,0,,1,6,0,3,4,6,6,1,1,145,145
1012717,0.246150313,2,21,10/22/2019,7,33,2,12,2,1,0,0,0,0,2,2,11,1,1,TX,7,2,2,93,23:00:00,21,5:00:00,2,2,10,5,98,2,1,30,0,,1,6,0,3,4,6,6,1,1,145,145
1012718,1.196710843,1,18,10/22/2019,5,48,1,12,1,2,0,0,0,0,2,2,10,5,1,CA,9,2,3,41,22:00:00,27,6:30:00,2,1,10,7,50,2,5,75,5,60,5,6,50,1,2,5,5,6,6,130,130
1012721,3.440817246,2,13,10/22/2019,4,25,2,9,7,1,0,0,0,0,1,1,1,5,1,CA,9,1,3,84,20:45:00,25,6:00:00,1,0,0,6,52,1,1,10,3,5,1,4,30,5,5,5,5,7,7,200,200
1012721,2.767594601,2,13,10/22/2019,4,25,2,9,7,1,0,0,0,0,1,1,1,5,1,CA,9,1,3,84,20:45:00,25,6:00:00,1,0,0,6,52,1,1,10,3,5,1,4,30,5,5,5,5,7,7,200,200
1012724,1.329475399,2,26,10/22/2019,5,50,1,12,1,1,0,0,1,0,2,3,14,1,1,CO,8,2,3,92,22:45:00,26,6:15:00,2,10,20,7,15,2,1,45,0,,0,5,0,6,6,6,6,2,2,235,235
1012724,1.05869627,2,26,10/22/2019,5,50,1,12,1,1,0,0,1,0,2,3,14,1,1,CO,8,2,3,92,22:45:00,26,6:15:00,2,10,20,7,15,2,1,45,0,,0,5,0,6,6,6,6,2,2,235,235
1012741,1.334636752,1,24,10/22/2019,3,29,4,12,1,2,0,0,0,0,2,2,14,1,1,MI,3,2,1,88,21:45:00,28,6:45:00,1,1,30,8,98,2,2,60,2,60,4,98,30,3,3,5,5,5,5,130,130
1012750,1.575752563,1,26,10/22/2019,5,37,4,9,1,1,0,0,4,0,2,6,10,1,1,AZ,8,1,1,87,21:30:00,28,6:45:00,1,0,0,9,98,1,5,60,7,60,7,5,30,5,3,6,6,8,8,150,150
1012750,1.069059173,1,26,10/22/2019,5,37,4,9,1,1,0,0,4,0,2,6,10,1,1,AZ,8,1,1,87,21:30:00,28,6:45:00,1,0,0,9,98,1,5,60,7,60,7,5,30,5,3,6,6,8,8,150,150
1012753,0.597873768,2,7,10/22/2019,3,35,1,10,1,1,0,0,1,0,4,5,13,5,1,CO,8,3,2,9,2:00:00,38,9:15:00,2,4,5,7,10,2,4,10,0,,5,10,0,3,2,5,5,10,10,190,190
1012753,0.390956168,2,7,10/22/2019,3,35,1,10,1,1,0,0,1,0,4,5,13,5,1,CO,8,3,2,9,2:00:00,38,9:15:00,2,4,5,7,10,2,4,10,0,,5,10,0,3,2,5,5,10,10,190,190
1012755,0.816309158,1,7,10/22/2019,7,31,1,11,1,1,0,0,0,0,1,1,10,5,1,ID,8,3,1,87,21:30:00,28,6:45:00,1,10,60,8,15,2,5,60,2,60,5,4,0,4,2,5,5,11,11,200,200
1012755,0.364180835,1,7,10/22/2019,7,31,1,11,1,1,0,0,0,0,1,1,10,5,1,ID,8,3,1,87,21:30:00,28,6:45:00,1,10,60,8,15,2,5,60,2,60,5,4,0,4,2,5,5,11,11,200,200
1012756,0.583554927,2,9,10/22/2019,4,51,1,12,2,1,0,0,0,0,2,2,13,1,0,WI,3,1,2,3,0:30:00,40,9:45:00,2,2,30,8,45,1,7,45,5,45,6,12,98,2,3,5,5,11,11,200,200
1012756,0.314211555,2,9,10/22/2019,4,51,1,12,2,1,0,0,0,0,2,2,13,1,0,WI,3,1,2,3,0:30:00,40,9:45:00,2,2,30,8,45,1,7,45,5,45,6,12,98,2,3,5,5,11,11,200,200
1012759,0.428565496,1,15,10/22/2019,6,59,1,10,5,1,0,0,0,0,2,2,16,1,1,IL,3,4,3,93,23:00:00,25,6:00:00,1,2,10,6,40,2,7,60,0,,0,14,0,6,6,6,6,7,7,350,350
1012759,0.183183443,1,15,10/22/2019,6,59,1,10,5,1,0,0,0,0,2,2,16,1,1,IL,3,4,3,93,23:00:00,25,6:00:00,1,2,10,6,40,2,7,60,0,,0,14,0,6,6,6,6,7,7,350,350
1012764,0.837615241,1,47,10/22/2019,4,47,1,13,1,1,0,0,0,0,1,2,14,3,1,WI,3,2,3,3,0:30:00,33,8:00:00,1,1,30,7,98,2,5,60,2,60,4,10,98,1,7,6,6,98,7,260,260
1012791,3.157910144,2,3,10/22/2019,5,51,2,9,6,2,0,0,1,0,3,4,6,1,1,FL,5,4,3,89,22:00:00,17,4:00:00,2,3,30,5,0,2,2,30,0,,2,2,0,2,4,5,5,7,7,342,342
1012797,0.619704495,2,9,10/22/2019,4,38,1,12,1,1,0,0,1,0,2,3,11,1,0,WI,3,2,3,89,22:00:00,22,5:15:00,1,2,20,7,0,1,3,20,3,20,2,3,98,2,7,5,5,11,11,155,155
1012797,0.220926576,2,9,10/22/2019,4,38,1,12,1,1,0,0,1,0,2,3,11,1,0,WI,3,2,3,89,22:00:00,22,5:15:00,1,2,20,7,0,1,3,20,3,20,2,3,98,2,7,5,5,11,11,155,155
1012802,0.975867614,2,27,10/22/2019,4,38,1,12,1,2,0,1,0,0,2,3,12,1,1,IA,4,2,1,87,21:30:00,23,5:30:00,1,10,30,7,30,3,0,,0,,7,12,98,2,3,5,5,5,5,160,160
1012812,2.219603112,2,46,10/22/2019,9,50,1,13,2,2,0,0,0,0,2,2,18,1,1,NJ,2,2,1,5,1:00:00,35,8:30:00,2,1,10,7,20,2,1,45,0,,0,5,0,5,2,4,4,11,11,212,212
1012820,0.758688296,2,13,10/22/2019,3,29,4,10,1,1,0,0,0,0,5,5,6,6,1,CA,9,5,1,1,0:00:00,28,6:45:00,3,2,40,6,10,3,5,30,5,30,0,12,30,6,7,5,5,5,5,190,190
1012820,0.850049863,2,13,10/22/2019,3,29,4,10,1,1,0,0,0,0,5,5,6,6,1,CA,9,5,1,1,0:00:00,28,6:45:00,3,2,40,6,10,3,5,30,5,30,0,12,30,6,7,5,5,5,5,190,190
1012825,1.289845416,1,24,10/22/2019,3,38,4,9,4,2,0,0,0,4,2,6,2,1,1,MI,3,3,2,94,23:15:00,27,6:30:00,2,3,25,4,32,3,3,45,3,25,2,6,5,3,4,5,5,5,5,325,325
1012825,0.929926118,1,24,10/22/2019,3,38,4,9,4,2,0,0,0,4,2,6,2,1,1,MI,3,3,2,94,23:15:00,27,6:30:00,2,3,25,4,32,3,3,45,3,25,2,6,5,3,4,5,5,5,5,325,325
1012830,1.341870388,1,18,10/22/2019,6,64,1,12,6,1,0,0,0,0,1,1,4,5,1,CA,9,5,2,94,23:15:00,33,8:00:00,2,4,30,7,30,3,2,30,0,,2,8,98,5,3,6,6,1,1,160,160
1012830,0.722073052,1,18,10/22/2019,6,64,1,12,6,1,0,0,0,0,1,1,4,5,1,CA,9,5,2,94,23:15:00,33,8:00:00,2,4,30,7,30,3,2,30,0,,2,8,98,5,3,6,6,1,1,160,160
1012831,0.359050146,1,6,10/22/2019,5,33,3,13,1,1,0,3,0,0,2,5,5,1,1,NE,4,2,3,7,1:30:00,30,7:15:00,1,2,10,5,50,2,1,20,0,,1,12,30,2,2,5,5,7,7,190,190
1012831,0.289430968,1,6,10/22/2019,5,33,3,13,1,1,0,3,0,0,2,5,5,1,1,NE,4,2,3,7,1:30:00,30,7:15:00,1,2,10,5,50,2,1,20,0,,1,12,30,2,2,5,5,7,7,190,190
1012850,1.41161484,2,27,10/22/2019,6,60,1,9,6,1,0,0,0,0,2,2,4,5,1,IL,3,3,2,7,1:30:00,33,8:00:00,1,0,0,7,30,3,3,15,0,,0,5,0,4,5,6,6,0,0,210,210
1012850,0.721330322,2,27,10/22/2019,6,60,1,9,6,1,0,0,0,0,2,2,4,5,1,IL,3,3,2,7,1:30:00,33,8:00:00,1,0,0,7,30,3,3,15,0,,0,5,0,4,5,6,6,0,0,210,210
1012853,0.799838779,1,23,10/22/2019,8,64,1,10,5,1,0,0,0,0,1,1,7,5,1,FL,5,3,3,1,0:00:00,23,5:30:00,3,4,998,5,98,3,6,60,1,20,0,4,98,5,4,5,5,7,7,280,280
1012853,0.81465188,1,23,10/22/2019,8,64,1,10,5,1,0,0,0,0,1,1,7,5,1,FL,5,3,3,1,0:00:00,23,5:30:00,3,4,998,5,98,3,6,60,1,20,0,4,98,5,4,5,5,7,7,280,280
1012854,0.340214283,2,9,10/22/2019,7,59,1,10,6,1,0,0,1,0,2,3,11,1,0,WI,3,3,3,9,2:00:00,27,6:30:00,2,1,5,4,25,1,7,100,5,30,0,5,0,4,4,5,5,8,8,140,140
1012854,0.145419135,2,9,10/22/2019,7,59,1,10,6,1,0,0,1,0,2,3,11,1,0,WI,3,3,3,9,2:00:00,27,6:30:00,2,1,5,4,25,1,7,100,5,30,0,5,0,4,4,5,5,8,8,140,140
1012862,0.435218666,1,27,10/22/2019,4,40,1,14,1,1,0,1,1,0,2,4,16,1,1,KS,4,2,1,86,21:15:00,18,4:15:00,1,2,15,6,45,1,4,30,2,30,2,1,98,3,6,5,5,10,10,192,192
1012862,0.186455287,1,27,10/22/2019,4,40,1,14,1,1,0,1,1,0,2,4,16,1,1,KS,4,2,1,86,21:15:00,18,4:15:00,1,2,15,6,45,1,4,30,2,30,2,1,98,3,6,5,5,10,10,192,192
1012865,0.518611335,1,27,10/22/2019,2,34,1,10,1,1,0,1,0,0,3,4,14,1,1,MN,4,2,1,3,0:30:00,19,4:30:00,2,2,2,4,0,2,4,50,4,20,3,9,0,5,6,5,5,6,6,210,210
1012865,0.276750646,1,27,10/22/2019,2,34,1,10,1,1,0,1,0,0,3,4,14,1,1,MN,4,2,1,3,0:30:00,19,4:30:00,2,2,2,4,0,2,4,50,4,20,3,9,0,5,6,5,5,6,6,210,210
1012868,0.686925773,1,26,10/22/2019,3,29,6,13,1,2,0,0,0,0,2,2,14,1,1,AZ,8,2,1,89,22:00:00,32,7:45:00,2,0,10,9,0,2,3,60,3,5,3,5,0,6,3,4,4,11,11,118,118
1012868,1.318929245,1,26,10/22/2019,3,29,6,13,1,2,0,0,0,0,2,2,14,1,1,AZ,8,2,1,89,22:00:00,32,7:45:00,2,0,10,9,0,2,3,60,3,5,3,5,0,6,3,4,4,11,11,118,118
1012871,0.33877794,1,13,10/22/2019,5,30,6,13,2,1,0,0,4,0,8,6,14,5,1,CA,9,3,1,1,0:00:00,29,7:00:00,2,2,30,6,30,2,5,60,4,30,3,3,30,6,4,5,5,9,9,275,275
1012871,0.261379947,1,13,10/22/2019,5,30,6,13,2,1,0,0,4,0,8,6,14,5,1,CA,9,3,1,1,0:00:00,29,7:00:00,2,2,30,6,30,2,5,60,4,30,3,3,30,6,4,5,5,9,9,275,275
1012884,1.629907863,1,2,10/22/2019,8,70,1,10,5,2,0,0,0,0,1,1,8,3,1,DE,5,1,3,87,21:30:00,10,2:15:00,1,3,5,4,20,3,2,10,0,,0,14,0,6,3,5,5,6,6,153,153
1012884,0.709210568,1,2,10/22/2019,8,70,1,10,5,2,0,0,0,0,1,1,8,3,1,DE,5,1,3,87,21:30:00,10,2:15:00,1,3,5,4,20,3,2,10,0,,0,14,0,6,3,5,5,6,6,153,153
1012885,1.370383558,1,7,10/22/2019,8,64,1,12,5,2,0,0,0,0,3,3,9,3,1,CO,8,2,1,93,23:00:00,25,6:00:00,1,3,35,6,40,1,2,60,0,,1,10,30,5,6,5,5,5,5,150,150
1012885,0.730928382,1,7,10/22/2019,8,64,1,12,5,2,0,0,0,0,3,3,9,3,1,CO,8,2,1,93,23:00:00,25,6:00:00,1,3,35,6,40,1,2,60,0,,1,10,30,5,6,5,5,5,5,150,150
1012887,1.008658882,2,7,10/22/2019,4,51,1,10,1,2,0,0,2,0,2,4,9,1,1,OR,9,4,1,89,22:00:00,27,6:30:00,1,4,15,7,20,3,7,30,1,5,0,5,30,3,4,5,5,3,3,147,147
1012887,0.79193853,2,7,10/22/2019,4,51,1,10,1,2,0,0,2,0,2,4,9,1,1,OR,9,4,1,89,22:00:00,27,6:30:00,1,4,15,7,20,3,7,30,1,5,0,5,30,3,4,5,5,3,3,147,147
1012889,1.290638244,2,53,10/22/2019,29,27,1,11,1,2,1,1,2,0,2,6,10,1,1,WA,9,2,2,90,22:15:00,31,7:30:00,1,1,3,9,15,1,7,30,1,30,0,0,30,1,1,5,5,4,4,135,135
1012889,1.073845148,2,53,10/22/2019,29,27,1,11,1,2,1,1,2,0,2,6,10,1,1,WA,9,2,2,90,22:15:00,31,7:30:00,1,1,3,9,15,1,7,30,1,30,0,0,30,1,1,5,5,4,4,135,135
1012900,1.057470766,1,23,10/22/2019,8,47,2,10,6,2,1,4,0,0,5,6,6,1,1,FL,5,1,3,83,20:30:00,28,6:45:00,2,5,60,5,15,1,0,,0,,0,16,30,4,6,5,5,5,5,255,255
1012900,1.149384439,1,23,10/22/2019,8,47,2,10,6,2,1,4,0,0,5,6,6,1,1,FL,5,1,3,83,20:30:00,28,6:45:00,2,5,60,5,15,1,0,,0,,0,16,30,4,6,5,5,5,5,255,255
1012906,1.093448855,1,26,10/22/2019,4,44,4,12,1,1,0,0,2,2,4,6,13,1,1,AZ,8,2,3,87,21:30:00,24,5:45:00,1,0,0,8,15,1,1,60,1,60,0,7,0,4,6,6,6,3,3,217,217
1012906,1.02574434,1,26,10/22/2019,4,44,4,12,1,1,0,0,2,2,4,6,13,1,1,AZ,8,2,3,87,21:30:00,24,5:45:00,1,0,0,8,15,1,1,60,1,60,0,7,0,4,6,6,6,3,3,217,217
1012910,1.47723791,1,27,10/22/2019,6,36,1,10,7,2,0,1,1,2,2,6,14,1,0,MN,4,2,3,89,22:00:00,19,4:30:00,1,2,1,6,0,3,4,30,2,30,2,5,30,4,4,5,5,4,4,175,175
1012910,1.049553441,1,27,10/22/2019,6,36,1,10,7,2,0,1,1,2,2,6,14,1,0,MN,4,2,3,89,22:00:00,19,4:30:00,1,2,1,6,0,3,4,30,2,30,2,5,30,4,4,5,5,4,4,175,175
1012914,0.981113963,1,28,10/22/2019,6,37,2,13,1,2,0,0,4,0,2,6,8,4,1,OH,3,3,1,5,1:00:00,27,6:30:00,1,2,5,5,98,2,2,30,2,30,1,7,98,3,3,5,5,6,6,180,180
1012914,0.608681514,1,28,10/22/2019,6,37,2,13,1,2,0,0,4,0,2,6,8,4,1,OH,3,3,1,5,1:00:00,27,6:30:00,1,2,5,5,98,2,2,30,2,30,1,7,98,3,3,5,5,6,6,180,180
1012919,1.223141148,1,47,10/22/2019,5,35,1,12,1,2,0,0,1,1,2,4,11,1,0,MI,3,1,1,91,22:30:00,25,6:00:00,1,2,66,6,18,2,4,30,2,60,2,7,15,3,1,5,5,6,6,150,150
1012919,0.436056524,1,47,10/22/2019,5,35,1,12,1,2,0,0,1,1,2,4,11,1,0,MI,3,1,1,91,22:30:00,25,6:00:00,1,2,66,6,18,2,4,30,2,60,2,7,15,3,1,5,5,6,6,150,150
1012921,0.910529437,1,21,10/22/2019,6,23,4,10,3,1,1,0,0,0,2,3,10,6,1,TX,7,4,1,5,1:00:00,29,7:00:00,3,3,30,5,30,2,2,60,2,30,1,3,30,3,4,5,5,6,6,147,147
1012923,1.646529231,2,9,10/22/2019,5,49,3,9,1,1,0,0,0,0,1,1,11,3,0,MN,4,2,3,85,21:00:00,21,5:00:00,1,0,0,8,0,1,0,,0,,0,4,0,4,1,5,5,7,7,170,170
1012923,1.365195465,2,9,10/22/2019,5,49,3,9,1,1,0,0,0,0,1,1,11,3,0,MN,4,2,3,85,21:00:00,21,5:00:00,1,0,0,8,0,1,0,,0,,0,4,0,4,1,5,5,7,7,170,170
1012924,1.24148791,2,50,10/22/2019,4,26,1,12,1,1,0,0,0,0,1,2,12,1,1,TX,7,2,3,15,3:30:00,43,10:30:00,2,3,15,6,45,2,7,180,2,60,2,4,30,3,2,6,6,0,0,145,145
1012924,1.32003217,2,50,10/22/2019,4,26,1,12,1,1,0,0,0,0,1,2,12,1,1,TX,7,2,3,15,3:30:00,43,10:30:00,2,3,15,6,45,2,7,180,2,60,2,4,30,3,2,6,6,0,0,145,145
1012925,0.351468837,1,26,10/22/2019,6,38,4,10,7,2,0,1,1,0,2,4,1,1,1,UT,8,2,1,91,22:30:00,25,6:00:00,2,1,70,6,20,3,4,30,4,30,4,4,0,5,7,5,5,6,6,998,145
1012925,0.526318939,1,26,10/22/2019,6,38,4,10,7,2,0,1,1,0,2,4,1,1,1,UT,8,2,1,91,22:30:00,25,6:00:00,2,1,70,6,20,3,4,30,4,30,4,4,0,5,7,5,5,6,6,998,145
1012930,4.833249304,1,50,10/22/2019,4,27,1,9,1,2,0,1,0,0,4,5,3,4,0,GA,5,4,3,78,19:15:00,24,5:45:00,1,3,120,10,98,2,4,120,2,60,4,6,98,1,1,5,5,1,1,174,174
1012937,1.769226186,2,19,10/22/2019,6,26,4,12,1,1,0,1,0,0,3,4,10,6,1,TX,7,3,1,93,23:00:00,29,7:00:00,2,2,76,6,17,2,5,30,2,20,0,10,0,4,2,5,5,7,7,998,174
1012937,1.154163666,2,19,10/22/2019,6,26,4,12,1,1,0,1,0,0,3,4,10,6,1,TX,7,3,1,93,23:00:00,29,7:00:00,2,2,76,6,17,2,5,30,2,20,0,10,0,4,2,5,5,7,7,998,174
1012944,0.4269333,1,5,10/22/2019,3,26,1,14,1,1,0,0,0,0,3,3,10,5,1,MI,3,2,1,3,0:30:00,22,5:15:00,3,3,10,4,30,3,3,60,1,50,2,15,10,1,5,5,5,9,9,177,177
1012944,0.248745816,1,5,10/22/2019,3,26,1,14,1,1,0,0,0,0,3,3,10,5,1,MI,3,2,1,3,0:30:00,22,5:15:00,3,3,10,4,30,3,3,60,1,50,2,15,10,1,5,5,5,9,9,177,177
1012950,0.653602124,2,49,10/22/2019,4,27,1,11,1,1,0,0,0,0,2,2,10,5,1,SD,4,2,2,65,16:00:00,86,9:15:00,2,1,0,5,10,2,2,45,3,45,2,14,98,2,6,6,6,2,2,215,215
1012950,0.334542681,2,49,10/22/2019,4,27,1,11,1,1,0,0,0,0,2,2,10,5,1,SD,4,2,2,65,16:00:00,86,9:15:00,2,1,0,5,10,2,2,45,3,45,2,14,98,2,6,6,6,2,2,215,215
1012955,0.954614996,1,23,10/22/2019,7,60,1,12,1,2,0,0,0,0,2,2,14,1,1,FL,5,2,2,4,0:45:00,32,7:45:00,1,0,0,7,0,2,0,,0,,0,8,0,4,4,5,5,4,4,130,130
1012955,0.41255072,1,23,10/22/2019,7,60,1,12,1,2,0,0,0,0,2,2,14,1,1,FL,5,2,2,4,0:45:00,32,7:45:00,1,0,0,7,0,2,0,,0,,0,8,0,4,4,5,5,4,4,130,130
1012961,1.602106755,1,26,10/22/2019,14,54,1,13,2,2,0,0,0,0,2,2,18,5,1,AZ,8,3,1,90,22:15:00,17,4:00:00,1,4,50,5,14,2,7,30,3,60,0,12,98,2,2,5,5,2,2,135,135
1012963,1.454129974,2,53,10/22/2019,6,39,5,12,7,2,0,0,2,1,2,5,16,1,1,CA,9,2,3,89,22:00:00,23,5:30:00,1,0,0,7,30,2,4,30,1,60,0,5,0,1,3,5,5,0,0,125,125
1012969,1.750671041,1,2,10/22/2019,6,52,1,12,7,2,0,0,0,0,4,4,13,1,1,VA,5,2,1,5,1:00:00,33,8:00:00,3,4,998,5,98,2,3,60,0,,0,6,98,3,2,5,5,6,6,127,127
1012973,1.274192233,1,20,10/22/2019,7,40,1,12,1,1,0,0,0,0,1,1,13,1,1,PA,2,2,1,91,22:30:00,23,5:30:00,1,21,73,5,55,2,3,30,3,45,3,13,0,2,1,5,5,8,8,172,172
1012977,1.282189835,1,9,10/22/2019,8,47,1,13,1,2,0,0,0,0,3,3,10,5,0,NE,4,1,1,91,22:30:00,17,4:00:00,1,0,0,5,30,2,77,,,,0,4,15,3,4,5,5,6,6,190,190
1012977,0.78027732,1,9,10/22/2019,8,47,1,13,1,2,0,0,0,0,3,3,10,5,0,NE,4,1,1,91,22:30:00,17,4:00:00,1,0,0,5,30,2,77,,,,0,4,15,3,4,5,5,6,6,190,190
1012983,0.849632415,2,25,10/22/2019,3,26,4,12,1,1,0,0,0,0,5,5,10,5,1,CA,9,3,2,85,21:00:00,26,6:15:00,2,0,0,9,98,3,5,15,0,,0,15,98,6,6,5,5,4,4,134,134
1012995,4.287353741,2,3,10/22/2019,3,26,1,7,1,1,0,2,0,1,4,6,2,6,1,FL,5,1,2,1,0:00:00,25,6:00:00,1,0,0,6,30,1,7,400,7,400,5,4,0,1,3,6,6,6,6,180,180
1012995,3.758901903,2,3,10/22/2019,3,26,1,7,1,1,0,2,0,1,4,6,2,6,1,FL,5,1,2,1,0:00:00,25,6:00:00,1,0,0,6,30,1,7,400,7,400,5,4,0,1,3,6,6,6,6,180,180
1012997,1.041309689,2,15,10/22/2019,11,65,2,11,5,2,0,0,0,0,1,1,5,3,1,IL,3,3,2,89,22:00:00,19,4:30:00,2,2,15,6,0,2,7,30,5,30,0,5,0,4,3,5,5,4,4,185,185
